# Distance(km)    Depth(km)    Pressure(bar)    Vs(km/s)
1988.672027    68.000000    23444.067481    4.335320
2032.885231    68.000000    23444.067481    4.353090
2077.098534    68.000000    23444.067481    4.392310
2121.311988    68.000000    23444.067481    4.448120
2125.152738    68.000000    23444.067481    4.427130
2169.344426    68.000000    23444.067481    4.479370
2213.536001    68.000000    23444.067481    4.513040
2257.727519    68.000000    23444.067481    4.529250
2301.919035    68.000000    23444.067481    4.521050
2346.110604    68.000000    23444.067481    4.506290
2390.302282    68.000000    23444.067481    4.480280
2434.494123    68.000000    23444.067481    4.473580
2394.158800    68.000000    23444.067481    4.457680
2438.326779    68.000000    23444.067481    4.457650
2482.494609    68.000000    23444.067481    4.444130
2526.662351    68.000000    23444.067481    4.419290
2570.830065    68.000000    23444.067481    4.422820
2614.997811    68.000000    23444.067481    4.513160
2659.165648    68.000000    23444.067481    4.576820
2663.027537    68.000000    23444.067481    4.593520
22.144511    68.500000    23611.218003    nan
66.433551    68.500000    23611.218003    nan
110.722646    68.500000    23611.218003    nan
155.011833    68.500000    23611.218003    nan
199.301148    68.500000    23611.218003    nan
247.434266    68.500000    23611.218003    nan
291.712722    68.500000    23611.218003    nan
335.991046    68.500000    23611.218003    nan
380.269277    68.500000    23611.218003    nan
424.547455    68.500000    23611.218003    nan
468.825618    68.500000    23611.218003    nan
513.103805    68.500000    23611.218003    nan
557.382054    68.500000    23611.218003    nan
601.660404    68.500000    23611.218003    nan
645.938894    68.500000    23611.218003    nan
694.054920    68.500000    23611.218003    4.497180
738.320277    68.500000    23611.218003    4.504410
782.585522    68.500000    23611.218003    4.499900
826.850697    68.500000    23611.218003    4.484540
871.115844    68.500000    23611.218003    4.458040
915.381002    68.500000    23611.218003    4.426300
959.646214    68.500000    23611.218003    4.373600
1003.911520    68.500000    23611.218003    4.284650
1048.176963    68.500000    23611.218003    4.195140
1052.028010    68.500000    23611.218003    4.110140
1096.278320    68.500000    23611.218003    4.142790
1140.528479    68.500000    23611.218003    4.135850
1184.778531    68.500000    23611.218003    4.121690
1229.028520    68.500000    23611.218003    4.093740
1273.278491    68.500000    23611.218003    4.097660
1317.528487    68.500000    23611.218003    4.113190
1361.778553    68.500000    23611.218003    4.126550
1406.028733    68.500000    23611.218003    4.115530
1454.120281    68.500000    23611.218003    4.097590
1498.353139    68.500000    23611.218003    4.094590
1542.585877    68.500000    23611.218003    4.104530
1586.818542    68.500000    23611.218003    4.120350
1631.051181    68.500000    23611.218003    4.137680
1675.283842    68.500000    23611.218003    4.169000
1719.516573    68.500000    23611.218003    4.205670
1763.749420    68.500000    23611.218003    4.237410
1767.605696    68.500000    23611.218003    4.241050
1811.819174    68.500000    23611.218003    4.257870
1856.032495    68.500000    23611.218003    4.271200
1900.245710    68.500000    23611.218003    4.293760
1944.458870    68.500000    23611.218003    4.320590
1988.672027    68.500000    23611.218003    4.337970
2032.885231    68.500000    23611.218003    4.355840
2077.098534    68.500000    23611.218003    4.394580
2121.311988    68.500000    23611.218003    4.450060
2125.152738    68.500000    23611.218003    4.428970
2169.344426    68.500000    23611.218003    4.481160
2213.536001    68.500000    23611.218003    4.515240
2257.727519    68.500000    23611.218003    4.531540
2301.919035    68.500000    23611.218003    4.523630
2346.110604    68.500000    23611.218003    4.509210
2390.302282    68.500000    23611.218003    4.483720
2434.494123    68.500000    23611.218003    4.477920
2394.158800    68.500000    23611.218003    4.460860
2438.326779    68.500000    23611.218003    4.461900
2482.494609    68.500000    23611.218003    4.449620
2526.662351    68.500000    23611.218003    4.429910
2570.830065    68.500000    23611.218003    4.440030
2614.997811    68.500000    23611.218003    4.526040
2659.165648    68.500000    23611.218003    4.587950
2663.027537    68.500000    23611.218003    4.599260
22.144511    69.000000    23778.368524    nan
66.433551    69.000000    23778.368524    nan
110.722646    69.000000    23778.368524    nan
155.011833    69.000000    23778.368524    nan
199.301148    69.000000    23778.368524    nan
247.434266    69.000000    23778.368524    nan
291.712722    69.000000    23778.368524    nan
335.991046    69.000000    23778.368524    nan
380.269277    69.000000    23778.368524    nan
424.547455    69.000000    23778.368524    nan
468.825618    69.000000    23778.368524    nan
513.103805    69.000000    23778.368524    nan
557.382054    69.000000    23778.368524    nan
601.660404    69.000000    23778.368524    nan
645.938894    69.000000    23778.368524    nan
694.054920    69.000000    23778.368524    4.495130
738.320277    69.000000    23778.368524    4.503260
782.585522    69.000000    23778.368524    4.498680
826.850697    69.000000    23778.368524    4.483860
871.115844    69.000000    23778.368524    4.457930
915.381002    69.000000    23778.368524    4.426550
959.646214    69.000000    23778.368524    4.374590
1003.911520    69.000000    23778.368524    4.286290
1048.176963    69.000000    23778.368524    4.197970
1052.028010    69.000000    23778.368524    4.113480
1096.278320    69.000000    23778.368524    4.147120
1140.528479    69.000000    23778.368524    4.141040
1184.778531    69.000000    23778.368524    4.127550
1229.028520    69.000000    23778.368524    4.097540
1273.278491    69.000000    23778.368524    4.101010
1317.528487    69.000000    23778.368524    4.116890
1361.778553    69.000000    23778.368524    4.129830
1406.028733    69.000000    23778.368524    4.118540
1454.120281    69.000000    23778.368524    4.100810
1498.353139    69.000000    23778.368524    4.096830
1542.585877    69.000000    23778.368524    4.106390
1586.818542    69.000000    23778.368524    4.122270
1631.051181    69.000000    23778.368524    4.139790
1675.283842    69.000000    23778.368524    4.171420
1719.516573    69.000000    23778.368524    4.208490
1763.749420    69.000000    23778.368524    4.240900
1767.605696    69.000000    23778.368524    4.244540
1811.819174    69.000000    23778.368524    4.261710
1856.032495    69.000000    23778.368524    4.275020
1900.245710    69.000000    23778.368524    4.297490
1944.458870    69.000000    23778.368524    4.323330
1988.672027    69.000000    23778.368524    4.340330
2032.885231    69.000000    23778.368524    4.358250
2077.098534    69.000000    23778.368524    4.397300
2121.311988    69.000000    23778.368524    4.452570
2125.152738    69.000000    23778.368524    4.431050
2169.344426    69.000000    23778.368524    4.483290
2213.536001    69.000000    23778.368524    4.517440
2257.727519    69.000000    23778.368524    4.533700
2301.919035    69.000000    23778.368524    4.525980
2346.110604    69.000000    23778.368524    4.511750
2390.302282    69.000000    23778.368524    4.486920
2434.494123    69.000000    23778.368524    4.481020
2394.158800    69.000000    23778.368524    4.463710
2438.326779    69.000000    23778.368524    4.464840
2482.494609    69.000000    23778.368524    4.452730
2526.662351    69.000000    23778.368524    4.434060
2570.830065    69.000000    23778.368524    4.446810
2614.997811    69.000000    23778.368524    4.532490
2659.165648    69.000000    23778.368524    4.594520
2663.027537    69.000000    23778.368524    4.604020
22.144511    69.500000    23945.519046    nan
66.433551    69.500000    23945.519046    nan
110.722646    69.500000    23945.519046    nan
155.011833    69.500000    23945.519046    nan
199.301148    69.500000    23945.519046    nan
247.434266    69.500000    23945.519046    nan
291.712722    69.500000    23945.519046    nan
335.991046    69.500000    23945.519046    nan
380.269277    69.500000    23945.519046    nan
424.547455    69.500000    23945.519046    nan
468.825618    69.500000    23945.519046    nan
513.103805    69.500000    23945.519046    nan
557.382054    69.500000    23945.519046    nan
601.660404    69.500000    23945.519046    nan
645.938894    69.500000    23945.519046    nan
694.054920    69.500000    23945.519046    4.493470
738.320277    69.500000    23945.519046    4.502320
782.585522    69.500000    23945.519046    4.497800
826.850697    69.500000    23945.519046    4.483570
871.115844    69.500000    23945.519046    4.458240
915.381002    69.500000    23945.519046    4.427370
959.646214    69.500000    23945.519046    4.377200
1003.911520    69.500000    23945.519046    4.291970
1048.176963    69.500000    23945.519046    4.206230
1052.028010    69.500000    23945.519046    4.131600
1096.278320    69.500000    23945.519046    4.155790
1140.528479    69.500000    23945.519046    4.145690
1184.778531    69.500000    23945.519046    4.130720
1229.028520    69.500000    23945.519046    4.100440
1273.278491    69.500000    23945.519046    4.104100
1317.528487    69.500000    23945.519046    4.121170
1361.778553    69.500000    23945.519046    4.134330
1406.028733    69.500000    23945.519046    4.122720
1454.120281    69.500000    23945.519046    4.106140
1498.353139    69.500000    23945.519046    4.099670
1542.585877    69.500000    23945.519046    4.108030
1586.818542    69.500000    23945.519046    4.123880
1631.051181    69.500000    23945.519046    4.141650
1675.283842    69.500000    23945.519046    4.173750
1719.516573    69.500000    23945.519046    4.211420
1763.749420    69.500000    23945.519046    4.244490
1767.605696    69.500000    23945.519046    4.247560
1811.819174    69.500000    23945.519046    4.264900
1856.032495    69.500000    23945.519046    4.278430
1900.245710    69.500000    23945.519046    4.301070
1944.458870    69.500000    23945.519046    4.326980
1988.672027    69.500000    23945.519046    4.343590
2032.885231    69.500000    23945.519046    4.361350
2077.098534    69.500000    23945.519046    4.399810
2121.311988    69.500000    23945.519046    4.454800
2125.152738    69.500000    23945.519046    4.433200
2169.344426    69.500000    23945.519046    4.485190
2213.536001    69.500000    23945.519046    4.519570
2257.727519    69.500000    23945.519046    4.535930
2301.919035    69.500000    23945.519046    4.528590
2346.110604    69.500000    23945.519046    4.514560
2390.302282    69.500000    23945.519046    4.490530
2434.494123    69.500000    23945.519046    4.484620
2394.158800    69.500000    23945.519046    4.466840
2438.326779    69.500000    23945.519046    4.468410
2482.494609    69.500000    23945.519046    4.456870
2526.662351    69.500000    23945.519046    4.439140
2570.830065    69.500000    23945.519046    4.453400
2614.997811    69.500000    23945.519046    4.537260
2659.165648    69.500000    23945.519046    4.598180
2663.027537    69.500000    23945.519046    4.605910
22.144511    70.000000    24112.669568    nan
66.433551    70.000000    24112.669568    nan
110.722646    70.000000    24112.669568    nan
155.011833    70.000000    24112.669568    nan
199.301148    70.000000    24112.669568    nan
247.434266    70.000000    24112.669568    nan
291.712722    70.000000    24112.669568    nan
335.991046    70.000000    24112.669568    nan
380.269277    70.000000    24112.669568    nan
424.547455    70.000000    24112.669568    nan
468.825618    70.000000    24112.669568    nan
513.103805    70.000000    24112.669568    nan
557.382054    70.000000    24112.669568    nan
601.660404    70.000000    24112.669568    nan
645.938894    70.000000    24112.669568    nan
694.054920    70.000000    24112.669568    4.490470
738.320277    70.000000    24112.669568    4.500540
782.585522    70.000000    24112.669568    4.495900
826.850697    70.000000    24112.669568    4.482260
871.115844    70.000000    24112.669568    4.457680
915.381002    70.000000    24112.669568    4.427210
959.646214    70.000000    24112.669568    4.378190
1003.911520    70.000000    24112.669568    4.294250
1048.176963    70.000000    24112.669568    4.210110
1052.028010    70.000000    24112.669568    4.138490
1096.278320    70.000000    24112.669568    4.159960
1140.528479    70.000000    24112.669568    4.149050
1184.778531    70.000000    24112.669568    4.133660
1229.028520    70.000000    24112.669568    4.103170
1273.278491    70.000000    24112.669568    4.106810
1317.528487    70.000000    24112.669568    4.124180
1361.778553    70.000000    24112.669568    4.137090
1406.028733    70.000000    24112.669568    4.125050
1454.120281    70.000000    24112.669568    4.108320
1498.353139    70.000000    24112.669568    4.101130
1542.585877    70.000000    24112.669568    4.109280
1586.818542    70.000000    24112.669568    4.125290
1631.051181    70.000000    24112.669568    4.143290
1675.283842    70.000000    24112.669568    4.175840
1719.516573    70.000000    24112.669568    4.214050
1763.749420    70.000000    24112.669568    4.247760
1767.605696    70.000000    24112.669568    4.250550
1811.819174    70.000000    24112.669568    4.268290
1856.032495    70.000000    24112.669568    4.281990
1900.245710    70.000000    24112.669568    4.304970
1944.458870    70.000000    24112.669568    4.330770
1988.672027    70.000000    24112.669568    4.347360
2032.885231    70.000000    24112.669568    4.364370
2077.098534    70.000000    24112.669568    4.402230
2121.311988    70.000000    24112.669568    4.456830
2125.152738    70.000000    24112.669568    4.435040
2169.344426    70.000000    24112.669568    4.487010
2213.536001    70.000000    24112.669568    4.521690
2257.727519    70.000000    24112.669568    4.538280
2301.919035    70.000000    24112.669568    4.531240
2346.110604    70.000000    24112.669568    4.517160
2390.302282    70.000000    24112.669568    4.493500
2434.494123    70.000000    24112.669568    4.487280
2394.158800    70.000000    24112.669568    4.469640
2438.326779    70.000000    24112.669568    4.471340
2482.494609    70.000000    24112.669568    4.460010
2526.662351    70.000000    24112.669568    4.442250
2570.830065    70.000000    24112.669568    4.456570
2614.997811    70.000000    24112.669568    4.540530
2659.165648    70.000000    24112.669568    4.602520
2663.027537    70.000000    24112.669568    4.607220
22.144511    7.000000    1783.600000    nan
66.433551    7.000000    1783.600000    nan
110.722646    7.000000    1783.600000    nan
155.011833    7.000000    1783.600000    nan
199.301148    7.000000    1783.600000    nan
247.434266    7.000000    1783.600000    nan
291.712722    7.000000    1783.600000    nan
335.991046    7.000000    1783.600000    nan
380.269277    7.000000    1783.600000    nan
424.547455    7.000000    1783.600000    nan
468.825618    7.000000    1783.600000    nan
513.103805    7.000000    1783.600000    nan
557.382054    7.000000    1783.600000    nan
601.660404    7.000000    1783.600000    nan
645.938894    7.000000    1783.600000    nan
694.054920    7.000000    1783.600000    3.424040
738.320277    7.000000    1783.600000    3.384700
782.585522    7.000000    1783.600000    3.373220
826.850697    7.000000    1783.600000    3.336670
871.115844    7.000000    1783.600000    3.315150
915.381002    7.000000    1783.600000    3.330640
959.646214    7.000000    1783.600000    3.353350
1003.911520    7.000000    1783.600000    3.444770
1048.176963    7.000000    1783.600000    3.545440
1052.028010    7.000000    1783.600000    3.492070
1096.278320    7.000000    1783.600000    3.541980
1140.528479    7.000000    1783.600000    3.556210
1184.778531    7.000000    1783.600000    3.569440
1229.028520    7.000000    1783.600000    3.567550
1273.278491    7.000000    1783.600000    3.554980
1317.528487    7.000000    1783.600000    3.538270
1361.778553    7.000000    1783.600000    3.519440
1406.028733    7.000000    1783.600000    3.507790
1454.120281    7.000000    1783.600000    3.452670
1498.353139    7.000000    1783.600000    3.473790
1542.585877    7.000000    1783.600000    3.488410
1586.818542    7.000000    1783.600000    3.491520
1631.051181    7.000000    1783.600000    3.496620
1675.283842    7.000000    1783.600000    3.484540
1719.516573    7.000000    1783.600000    3.459320
1763.749420    7.000000    1783.600000    3.406230
1767.605696    7.000000    1783.600000    3.395470
1811.819174    7.000000    1783.600000    3.347820
1856.032495    7.000000    1783.600000    3.303040
1900.245710    7.000000    1783.600000    3.255190
1944.458870    7.000000    1783.600000    3.204820
1988.672027    7.000000    1783.600000    3.146530
2032.885231    7.000000    1783.600000    3.116650
2077.098534    7.000000    1783.600000    3.096370
2121.311988    7.000000    1783.600000    3.093210
2125.152738    7.000000    1783.600000    3.090900
2169.344426    7.000000    1783.600000    3.112130
2213.536001    7.000000    1783.600000    3.154610
2257.727519    7.000000    1783.600000    3.199200
2301.919035    7.000000    1783.600000    3.256900
2346.110604    7.000000    1783.600000    3.330370
2390.302282    7.000000    1783.600000    3.407360
2434.494123    7.000000    1783.600000    3.476150
2394.158800    7.000000    1783.600000    3.435380
2438.326779    7.000000    1783.600000    3.515060
2482.494609    7.000000    1783.600000    3.567070
2526.662351    7.000000    1783.600000    3.549810
2570.830065    7.000000    1783.600000    3.465790
2614.997811    7.000000    1783.600000    3.364590
2659.165648    7.000000    1783.600000    3.242330
2663.027537    7.000000    1783.600000    3.245330
22.144511    70.500000    24279.820089    nan
66.433551    70.500000    24279.820089    nan
110.722646    70.500000    24279.820089    nan
155.011833    70.500000    24279.820089    nan
199.301148    70.500000    24279.820089    nan
247.434266    70.500000    24279.820089    nan
291.712722    70.500000    24279.820089    nan
335.991046    70.500000    24279.820089    nan
380.269277    70.500000    24279.820089    nan
424.547455    70.500000    24279.820089    nan
468.825618    70.500000    24279.820089    nan
513.103805    70.500000    24279.820089    nan
557.382054    70.500000    24279.820089    nan
601.660404    70.500000    24279.820089    nan
645.938894    70.500000    24279.820089    nan
694.054920    70.500000    24279.820089    4.488400
738.320277    70.500000    24279.820089    4.499390
782.585522    70.500000    24279.820089    4.494570
826.850697    70.500000    24279.820089    4.481480
871.115844    70.500000    24279.820089    4.457480
915.381002    70.500000    24279.820089    4.427280
959.646214    70.500000    24279.820089    4.380360
1003.911520    70.500000    24279.820089    4.300260
1048.176963    70.500000    24279.820089    4.220220
1052.028010    70.500000    24279.820089    4.162070
1096.278320    70.500000    24279.820089    4.171030
1140.528479    70.500000    24279.820089    4.154810
1184.778531    70.500000    24279.820089    4.137070
1229.028520    70.500000    24279.820089    4.106100
1273.278491    70.500000    24279.820089    4.109870
1317.528487    70.500000    24279.820089    4.127560
1361.778553    70.500000    24279.820089    4.140120
1406.028733    70.500000    24279.820089    4.127720
1454.120281    70.500000    24279.820089    4.110940
1498.353139    70.500000    24279.820089    4.102700
1542.585877    70.500000    24279.820089    4.110490
1586.818542    70.500000    24279.820089    4.126490
1631.051181    70.500000    24279.820089    4.144800
1675.283842    70.500000    24279.820089    4.177700
1719.516573    70.500000    24279.820089    4.216420
1763.749420    70.500000    24279.820089    4.250610
1767.605696    70.500000    24279.820089    4.253380
1811.819174    70.500000    24279.820089    4.271220
1856.032495    70.500000    24279.820089    4.284890
1900.245710    70.500000    24279.820089    4.307620
1944.458870    70.500000    24279.820089    4.333270
1988.672027    70.500000    24279.820089    4.349770
2032.885231    70.500000    24279.820089    4.366930
2077.098534    70.500000    24279.820089    4.404340
2121.311988    70.500000    24279.820089    4.458610
2125.152738    70.500000    24279.820089    4.436740
2169.344426    70.500000    24279.820089    4.488660
2213.536001    70.500000    24279.820089    4.523740
2257.727519    70.500000    24279.820089    4.540370
2301.919035    70.500000    24279.820089    4.533580
2346.110604    70.500000    24279.820089    4.519710
2390.302282    70.500000    24279.820089    4.496450
2434.494123    70.500000    24279.820089    4.490780
2394.158800    70.500000    24279.820089    4.472470
2438.326779    70.500000    24279.820089    4.474950
2482.494609    70.500000    24279.820089    4.464620
2526.662351    70.500000    24279.820089    4.450800
2570.830065    70.500000    24279.820089    4.469680
2614.997811    70.500000    24279.820089    4.550030
2659.165648    70.500000    24279.820089    4.610720
2663.027537    70.500000    24279.820089    4.610720
22.144511    71.000000    24446.970611    nan
66.433551    71.000000    24446.970611    nan
110.722646    71.000000    24446.970611    nan
155.011833    71.000000    24446.970611    nan
199.301148    71.000000    24446.970611    nan
247.434266    71.000000    24446.970611    nan
291.712722    71.000000    24446.970611    nan
335.991046    71.000000    24446.970611    nan
380.269277    71.000000    24446.970611    nan
424.547455    71.000000    24446.970611    nan
468.825618    71.000000    24446.970611    nan
513.103805    71.000000    24446.970611    nan
557.382054    71.000000    24446.970611    nan
601.660404    71.000000    24446.970611    nan
645.938894    71.000000    24446.970611    nan
694.054920    71.000000    24446.970611    4.486470
738.320277    71.000000    24446.970611    4.498300
782.585522    71.000000    24446.970611    4.493380
826.850697    71.000000    24446.970611    4.480830
871.115844    71.000000    24446.970611    4.457340
915.381002    71.000000    24446.970611    4.427440
959.646214    71.000000    24446.970611    4.381690
1003.911520    71.000000    24446.970611    4.303210
1048.176963    71.000000    24446.970611    4.225270
1052.028010    71.000000    24446.970611    4.171570
1096.278320    71.000000    24446.970611    4.176840
1140.528479    71.000000    24446.970611    4.159290
1184.778531    71.000000    24446.970611    4.140600
1229.028520    71.000000    24446.970611    4.108900
1273.278491    71.000000    24446.970611    4.112590
1317.528487    71.000000    24446.970611    4.130710
1361.778553    71.000000    24446.970611    4.142840
1406.028733    71.000000    24446.970611    4.129940
1454.120281    71.000000    24446.970611    4.112760
1498.353139    71.000000    24446.970611    4.104290
1542.585877    71.000000    24446.970611    4.112150
1586.818542    71.000000    24446.970611    4.128270
1631.051181    71.000000    24446.970611    4.146760
1675.283842    71.000000    24446.970611    4.179950
1719.516573    71.000000    24446.970611    4.219120
1763.749420    71.000000    24446.970611    4.253960
1767.605696    71.000000    24446.970611    4.256640
1811.819174    71.000000    24446.970611    4.274880
1856.032495    71.000000    24446.970611    4.288470
1900.245710    71.000000    24446.970611    4.311010
1944.458870    71.000000    24446.970611    4.335670
1988.672027    71.000000    24446.970611    4.351830
2032.885231    71.000000    24446.970611    4.369110
2077.098534    71.000000    24446.970611    4.406860
2121.311988    71.000000    24446.970611    4.460910
2125.152738    71.000000    24446.970611    4.438670
2169.344426    71.000000    24446.970611    4.490620
2213.536001    71.000000    24446.970611    4.525750
2257.727519    71.000000    24446.970611    4.542340
2301.919035    71.000000    24446.970611    4.535730
2346.110604    71.000000    24446.970611    4.521980
2390.302282    71.000000    24446.970611    4.499300
2434.494123    71.000000    24446.970611    4.493840
2394.158800    71.000000    24446.970611    4.475070
2438.326779    71.000000    24446.970611    4.477910
2482.494609    71.000000    24446.970611    4.468110
2526.662351    71.000000    24446.970611    4.456790
2570.830065    71.000000    24446.970611    4.479480
2614.997811    71.000000    24446.970611    4.557210
2659.165648    71.000000    24446.970611    4.616250
2663.027537    71.000000    24446.970611    4.614350
22.144511    71.500000    24614.121132    nan
66.433551    71.500000    24614.121132    nan
110.722646    71.500000    24614.121132    nan
155.011833    71.500000    24614.121132    nan
199.301148    71.500000    24614.121132    nan
247.434266    71.500000    24614.121132    nan
291.712722    71.500000    24614.121132    nan
335.991046    71.500000    24614.121132    nan
380.269277    71.500000    24614.121132    nan
424.547455    71.500000    24614.121132    nan
468.825618    71.500000    24614.121132    nan
513.103805    71.500000    24614.121132    nan
557.382054    71.500000    24614.121132    nan
601.660404    71.500000    24614.121132    nan
645.938894    71.500000    24614.121132    nan
694.054920    71.500000    24614.121132    4.484910
738.320277    71.500000    24614.121132    4.497400
782.585522    71.500000    24614.121132    4.492380
826.850697    71.500000    24614.121132    4.480390
871.115844    71.500000    24614.121132    4.457420
915.381002    71.500000    24614.121132    4.427950
959.646214    71.500000    24614.121132    4.384260
1003.911520    71.500000    24614.121132    4.309330
1048.176963    71.500000    24614.121132    4.234520
1052.028010    71.500000    24614.121132    4.192540
1096.278320    71.500000    24614.121132    4.186290
1140.528479    71.500000    24614.121132    4.163790
1184.778531    71.500000    24614.121132    4.143210
1229.028520    71.500000    24614.121132    4.111370
1273.278491    71.500000    24614.121132    4.115010
1317.528487    71.500000    24614.121132    4.133730
1361.778553    71.500000    24614.121132    4.146650
1406.028733    71.500000    24614.121132    4.134290
1454.120281    71.500000    24614.121132    4.120560
1498.353139    71.500000    24614.121132    4.108550
1542.585877    71.500000    24614.121132    4.114270
1586.818542    71.500000    24614.121132    4.129820
1631.051181    71.500000    24614.121132    4.148590
1675.283842    71.500000    24614.121132    4.182170
1719.516573    71.500000    24614.121132    4.221840
1763.749420    71.500000    24614.121132    4.257290
1767.605696    71.500000    24614.121132    4.259410
1811.819174    71.500000    24614.121132    4.277820
1856.032495    71.500000    24614.121132    4.291590
1900.245710    71.500000    24614.121132    4.314240
1944.458870    71.500000    24614.121132    4.338970
1988.672027    71.500000    24614.121132    4.354820
2032.885231    71.500000    24614.121132    4.371980
2077.098534    71.500000    24614.121132    4.409200
2121.311988    71.500000    24614.121132    4.462960
2125.152738    71.500000    24614.121132    4.440660
2169.344426    71.500000    24614.121132    4.492370
2213.536001    71.500000    24614.121132    4.527700
2257.727519    71.500000    24614.121132    4.544380
2301.919035    71.500000    24614.121132    4.538130
2346.110604    71.500000    24614.121132    4.524550
2390.302282    71.500000    24614.121132    4.502580
2434.494123    71.500000    24614.121132    4.496990
2394.158800    71.500000    24614.121132    4.477960
2438.326779    71.500000    24614.121132    4.481080
2482.494609    71.500000    24614.121132    4.471720
2526.662351    71.500000    24614.121132    4.460620
2570.830065    71.500000    24614.121132    4.483830
2614.997811    71.500000    24614.121132    4.560360
2659.165648    71.500000    24614.121132    4.618740
2663.027537    71.500000    24614.121132    4.615280
22.144511    72.000000    24781.271654    nan
66.433551    72.000000    24781.271654    nan
110.722646    72.000000    24781.271654    nan
155.011833    72.000000    24781.271654    nan
199.301148    72.000000    24781.271654    nan
247.434266    72.000000    24781.271654    nan
291.712722    72.000000    24781.271654    nan
335.991046    72.000000    24781.271654    nan
380.269277    72.000000    24781.271654    nan
424.547455    72.000000    24781.271654    nan
468.825618    72.000000    24781.271654    nan
513.103805    72.000000    24781.271654    nan
557.382054    72.000000    24781.271654    nan
601.660404    72.000000    24781.271654    nan
645.938894    72.000000    24781.271654    nan
694.054920    72.000000    24781.271654    4.482090
738.320277    72.000000    24781.271654    4.495690
782.585522    72.000000    24781.271654    4.490550
826.850697    72.000000    24781.271654    4.479130
871.115844    72.000000    24781.271654    4.456860
915.381002    72.000000    24781.271654    4.427760
959.646214    72.000000    24781.271654    4.385890
1003.911520    72.000000    24781.271654    4.313730
1048.176963    72.000000    24781.271654    4.241870
1052.028010    72.000000    24781.271654    4.208920
1096.278320    72.000000    24781.271654    4.193870
1140.528479    72.000000    24781.271654    4.168020
1184.778531    72.000000    24781.271654    4.145910
1229.028520    72.000000    24781.271654    4.114080
1273.278491    72.000000    24781.271654    4.117690
1317.528487    72.000000    24781.271654    4.136570
1361.778553    72.000000    24781.271654    4.154500
1406.028733    72.000000    24781.271654    4.146320
1454.120281    72.000000    24781.271654    4.150240
1498.353139    72.000000    24781.271654    4.123360
1542.585877    72.000000    24781.271654    4.119780
1586.818542    72.000000    24781.271654    4.131170
1631.051181    72.000000    24781.271654    4.150170
1675.283842    72.000000    24781.271654    4.184180
1719.516573    72.000000    24781.271654    4.224330
1763.749420    72.000000    24781.271654    4.260310
1767.605696    72.000000    24781.271654    4.262210
1811.819174    72.000000    24781.271654    4.280920
1856.032495    72.000000    24781.271654    4.294790
1900.245710    72.000000    24781.271654    4.317680
1944.458870    72.000000    24781.271654    4.342270
1988.672027    72.000000    24781.271654    4.358140
2032.885231    72.000000    24781.271654    4.374710
2077.098534    72.000000    24781.271654    4.411440
2121.311988    72.000000    24781.271654    4.464830
2125.152738    72.000000    24781.271654    4.442360
2169.344426    72.000000    24781.271654    4.494030
2213.536001    72.000000    24781.271654    4.529630
2257.727519    72.000000    24781.271654    4.546520
2301.919035    72.000000    24781.271654    4.540570
2346.110604    72.000000    24781.271654    4.526820
2390.302282    72.000000    24781.271654    4.505100
2434.494123    72.000000    24781.271654    4.499200
2394.158800    72.000000    24781.271654    4.480380
2438.326779    72.000000    24781.271654    4.483630
2482.494609    72.000000    24781.271654    4.474600
2526.662351    72.000000    24781.271654    4.463870
2570.830065    72.000000    24781.271654    4.487200
2614.997811    72.000000    24781.271654    4.563110
2659.165648    72.000000    24781.271654    4.621900
2663.027537    72.000000    24781.271654    4.615530
22.144511    72.500000    24948.422176    nan
66.433551    72.500000    24948.422176    nan
110.722646    72.500000    24948.422176    nan
155.011833    72.500000    24948.422176    nan
199.301148    72.500000    24948.422176    nan
247.434266    72.500000    24948.422176    nan
291.712722    72.500000    24948.422176    nan
335.991046    72.500000    24948.422176    nan
380.269277    72.500000    24948.422176    nan
424.547455    72.500000    24948.422176    nan
468.825618    72.500000    24948.422176    nan
513.103805    72.500000    24948.422176    nan
557.382054    72.500000    24948.422176    nan
601.660404    72.500000    24948.422176    nan
645.938894    72.500000    24948.422176    nan
694.054920    72.500000    24948.422176    4.480120
738.320277    72.500000    24948.422176    4.494570
782.585522    72.500000    24948.422176    4.489240
826.850697    72.500000    24948.422176    4.478370
871.115844    72.500000    24948.422176    4.456640
915.381002    72.500000    24948.422176    4.427780
959.646214    72.500000    24948.422176    4.387860
1003.911520    72.500000    24948.422176    4.319260
1048.176963    72.500000    24948.422176    4.251200
1052.028010    72.500000    24948.422176    4.230620
1096.278320    72.500000    24948.422176    4.204210
1140.528479    72.500000    24948.422176    4.173700
1184.778531    72.500000    24948.422176    4.149860
1229.028520    72.500000    24948.422176    4.117190
1273.278491    72.500000    24948.422176    4.120610
1317.528487    72.500000    24948.422176    4.139390
1361.778553    72.500000    24948.422176    4.158170
1406.028733    72.500000    24948.422176    4.151070
1454.120281    72.500000    24948.422176    4.159670
1498.353139    72.500000    24948.422176    4.128370
1542.585877    72.500000    24948.422176    4.122090
1586.818542    72.500000    24948.422176    4.132330
1631.051181    72.500000    24948.422176    4.151640
1675.283842    72.500000    24948.422176    4.185980
1719.516573    72.500000    24948.422176    4.226580
1763.749420    72.500000    24948.422176    4.262970
1767.605696    72.500000    24948.422176    4.264790
1811.819174    72.500000    24948.422176    4.283600
1856.032495    72.500000    24948.422176    4.297440
